gridID,EF1,EF2,EF3,EF4,EF5,EF6,EF7,EF8,EF9,EF10,EF11,EF12,EF13,EF14,EF15,EF16,EF17,EF18,EF19,LDF3,LDF4,LDF5,LDF6
68,7.463004999999999,0.20503008231991995,0.49844439510815997,0.38236854633111994,0.19996871076163997,0.4037425918936,0.029612999999999993,0.05084,0.0805676519916,0.0537227679944,1.494230719776,0.39418000000000003,0.689815,0.39385000000000003,1.398926519916,0.09871,0.19742,0.039484,0.9870999999999999,0.49354999999999993,0.78968,0.29612999999999995,0.39484
69,7.088751199999999,0.18455207775650356,0.48586123113333274,0.3767986983499995,0.1911853169672762,0.382066054361788,0.029496,0.051365,0.07810560955487798,0.052086739703252,1.4949495881300798,0.3923,0.6865249999999999,0.39181,1.3724460955487798,0.09832,0.19664,0.039327999999999995,0.9832,0.4916,0.78656,0.29496,0.39328
70,6.843405399999999,0.18007642108147115,0.46751441019133755,0.3625451076435031,0.1848393835250404,0.36995137766069597,0.028742999999999998,0.057850000000000006,0.07527013507847599,0.050253756718983994,1.44283026875936,0.37882,0.6629349999999999,0.37661,1.33419135078476,0.09581,0.19162,0.03832399999999999,0.9581,0.47905,0.76648,0.28742999999999996,0.38324
71,5.0627958,0.11949253212279239,0.36945428649047524,0.2981401898678564,0.1427724297231558,0.279019301421892,0.027672000000000002,0.12410500000000001,0.05921318169120199,0.040053121127468005,1.28912484509872,0.3343,0.585025,0.31697,1.19756181691202,0.09224,0.18448,0.036896,0.9224,0.4612,0.73792,0.27671999999999997,0.36896
72,4.004683,0.07726133589860398,0.319041406205392,0.26854355465404395,0.118708800762618,0.22439992182332,0.027984,0.166925,0.05070733593341999,0.03469589062228,1.2475556248911999,0.31966,0.5594049999999999,0.29293,1.1469433593342,0.09328,0.18656,0.037312,0.9328000000000001,0.46640000000000004,0.74624,0.27984,0.37312
73,3.743633,0.06475950161080399,0.307023638210992,0.26087022865824394,0.111686159862518,0.20839909304932,0.027227999999999995,0.160715,0.04843395471442,0.03314363647628,1.2210654590512,0.31178000000000006,0.545615,0.28615,1.1057895471441999,0.09076000000000001,0.18152000000000001,0.036304,0.9076,0.4538,0.7260800000000001,0.27227999999999997,0.36304000000000003
74,4.1319232,0.07666124785278959,0.33029979334166076,0.2767869950062456,0.12120834599941319,0.228359602042168,0.027573,0.14432499999999998,0.052257389634907996,0.035566926423272,1.26483705693088,0.32392,0.5668599999999999,0.30206,1.1396138963490798,0.09190999999999999,0.18381999999999998,0.036764,0.9191,0.45955,0.7352799999999999,0.27573,0.36763999999999997
75,5.679126999999999,0.12839383813570598,0.41589237730248796,0.33280515797686594,0.157415342044027,0.30648321150897995,0.028187999999999998,0.07983,0.06619388511912999,0.04437259007942,1.3933036031768,0.36124,0.6321699999999999,0.35394000000000003,1.2475988511912999,0.09396,0.18792,0.03758399999999999,0.9396,0.4698,0.75168,0.28188,0.37584
76,4.943047399999999,0.09781435146774718,0.38112289678818556,0.3119092225911392,0.14008612640238238,0.26709212432777596,0.027830999999999998,0.09773,0.060217246657456,0.040525164438304,1.35368657753216,0.34826,0.609455,0.33685,1.19302246657456,0.09277,0.18554,0.037108,0.9277,0.46385,0.74216,0.27831,0.37108
77,4.1928111999999995,0.07016029402313359,0.34131815398457277,0.2866962654884296,0.12193825273136119,0.227341971079688,0.027576,0.12777,0.053421471401028,0.036220314267352005,1.2970525706940799,0.33132,0.5798099999999999,0.31314,1.14027471401028,0.09192,0.18384,0.036768,0.9192,0.4596,0.73536,0.27576,0.36768
78,3.9793591999999998,0.05615823962079759,0.33597385383084477,0.28491054037313357,0.1165819749232492,0.213602842852808,0.027141,0.11719,0.052177724435748,0.035318149623832,1.2970059849532802,0.3299,0.577325,0.31391,1.11256724435748,0.09047000000000001,0.18094000000000002,0.036188,0.9047,0.45235,0.7237600000000001,0.27141,0.36188000000000003
